Number of teeth,Comb spacing (Hz),Mean concentration (VMR),Standard deviation (VMR)
22,800000000.0,0.010045399288966054,0.0004369461377261067
22,900000000.0,0.01032034238394722,0.0004698931812526046
23,400000000.0,0.00946654825692422,0.00035572561838595224
23,500000000.0,0.009658157655052223,0.0004732378465360431
23,600000000.0,0.009892619811436236,0.0004494345641773713
23,700000000.0,0.010028754966382183,0.0004886146113601713
23,800000000.0,0.010077583626511268,0.0005194248061425671
23,900000000.0,0.010253209655457651,0.00047191369942101743
24,400000000.0,0.009505123131611266,0.00044002275692669616
24,500000000.0,0.009802064700777182,0.0004221526493852218
24,600000000.0,0.009926187757768833,0.0004068185273148265
24,700000000.0,0.010067111283165843,0.0005096917897682975
24,800000000.0,0.01013789074561491,0.0005793008817714226
25,400000000.0,0.00957557172848481,0.00042896027189035115
25,500000000.0,0.009794137246924193,0.0004186002800682766
25,600000000.0,0.010024747906637321,0.0004069247973747849
25,700000000.0,0.010191756320606949,0.00048552442270851265
25,800000000.0,0.010264364890121547,0.0004585939554528882
26,400000000.0,0.009552095374622496,0.00038705549207685477
26,500000000.0,0.009824529417669986,0.00044007499381397826
26,600000000.0,0.010078739317278707,0.00043290535334133295
26,700000000.0,0.01018771132306306,0.0005081756182055208
26,800000000.0,0.010176415208235066,0.0005108221248256901
27,300000000.0,0.009282736458011413,0.0003943181359144553
27,400000000.0,0.009709551240154973,0.00041315840078865807
27,500000000.0,0.00987148824628573,0.0004375391681989529
27,600000000.0,0.010140470052862637,0.0004286150119126528
27,700000000.0,0.010170731747108096,0.00040346703561913814
28,300000000.0,0.00929650453514068,0.00036583378835064863
28,400000000.0,0.009745459986682225,0.0004421875135815155
28,500000000.0,0.009965831810881983,0.0005153076089707559
28,600000000.0,0.010148067925712233,0.00042450326290771417
28,700000000.0,0.010232551990331155,0.0004528454885426084
29,300000000.0,0.0094306201066843,0.00037908535796435616
29,400000000.0,0.009759026493487883,0.00035836498134976573
29,500000000.0,0.01004681350374201,0.0003938804629828653
29,600000000.0,0.010205722522245933,0.00040824348501309195
29,700000000.0,0.010232732629901374,0.0005064403046507219
30,300000000.0,0.009406641234451918,0.00035858847920348507
30,400000000.0,0.009819254211858482,0.0003714026306673231
30,500000000.0,0.010123397452225413,0.00043516338684839346
30,600000000.0,0.01015196084544783,0.0003909968804472329
